author_id,type,titre,annee,venue_raw,auteurs,rank,SJR Best Quartile,SJR,quartile
2,conference,Exploring Explainability in Arabic Language Models: An Empirical Analysis of Techniques.,2024,ACLING,Yousra Chahinez Hadj Azzem | Fouzi Harrag | Ladjel Bellatreche,none,,0,NC
2,conference,Energy-Aware Analytics in the Cloud.,2024,BiDEDE@SIGMOD,Carlos Ordonez 0001 | Wojciech Macyna | Ladjel Bellatreche,none,,0,NC
2,conference,Trust-Aware Disaster Image Classification using Monte Carlo Dropout Integrated with Graph Convolutional Networks and Deep Feature Extraction.,2024,ICT-DM,Ouissem Touameur | Fouzi Harrag | Ladjel Bellatreche,none,,0,NC
2,conference,Results for BioGITOM in OAEI 2024.,2024,OM@ISWC,Samira Oulefki | Lamia Berkani | Ladjel Bellatreche | Nassim Boudjenah | Aïcha Mokhtari,none,,0,NC
2,conference,Evaluating Contrastive and Non-contrastive Explanations for Language Models.,2024,WISE (2),Yousra Chahinez Hadj Azzem | Fouzi Harrag | Ladjel Bellatreche,B,,0,NC
2,conference,Concepts and Relations Features Are All You Need for Embedding-Based Ontology Matching.,2024,WISE (1),Samira Oulefki | Lamia Berkani | Nassim Boudjenah | Ladjel Bellatreche | Aïcha Mokhtari,B,,0,NC
2,journal,Guest editorial - Management of digital ecosystems.,2023,Comput. Sci. Inf. Syst.,Djamal Benslimane | Zakaria Maamar | Ladjel Bellatreche,NC,Q2,"0,401",Q2
2,journal,A theme section on the central role of modeling in designing and explaining data-driven systems and software.,2023,Softw. Syst. Model.,J. Christian Attiogbé | Sadok Ben Yahia | Ladjel Bellatreche,NC,Q1,"0,754",Q1
2,conference,ExplainerX: An Integrated and Explainable AI Framework for Nearly Zero-Energy Buildings.,2023,IEEE Big Data,Asma Kermiche | Chaima Rouzzi | Ladjel Bellatreche,B,,0,NC
2,conference,Optimization of Dangerous Goods Stowage: A Hybrid Approach between Faster R-CNN and Coronavirus Metaheuristic.,2023,IEEE Big Data,Chaabane Abdelali | Yachba Khadidja | Ladjel Bellatreche,B,,0,NC
2,conference,Energy-Aware Query Processing: A Case Study on Join Reordering.,2023,IEEE Big Data,Ladjel Bellatreche | Fouad Djellali | Wojciech Macyna | Carlos Ordonez 0001,B,,0,NC
2,conference,FLOWER: Viewing Data Flow in ER Diagrams.,2023,DaWaK,Elijah Mitchell | Nabila Berkani | Ladjel Bellatreche | Carlos Ordonez 0001,B,,0,NC
2,conference,Bitwise Algorithms to Compute the Transitive Closure of Graphs in Python.,2023,DEXA (1),Xiantian Zhou | Abir Farouzi | Ladjel Bellatreche | Carlos Ordonez 0001,C,,0,NC
2,conference,Parallel Pattern Enumeration in Large Graphs.,2023,DEXA (1),Abir Farouzi | Xiantian Zhou | Ladjel Bellatreche | Mimoun Malki | Carlos Ordonez 0001,C,,0,NC
2,conference,Context-aware Service Recommendation based on Knowledge Graph Embedding (Extended Abstract).,2023,ICDE,Haithem Mezni | Djamal Benslimane | Ladjel Bellatreche,A*,,0,NC
2,conference,Towards Automatic Content Generation for Immersive Cinema Theater Based on Artificial Intelligence.,2023,MMSP,David Traparic | Mohamed-Chaker Larabi | Ladjel Bellatreche,C,,0,NC
2,journal,"Special issue on advances in data, information and knowledge engineering in data science era.",2022,Computing,Ladjel Bellatreche | A Min Tjoa,NC,Q1,"0,884",Q1
2,journal,Guest editorial - applications of intelligent systems.,2022,Comput. Sci. Inf. Syst.,Amelia Badica | Costin Badica | Vladimir Kurbalija | Ladjel Bellatreche | Mirjana Ivanovic,NC,Q2,"0,401",Q2
2,journal,ProRes: Proactive re-selection of materialized views.,2022,Comput. Sci. Inf. Syst.,Mustapha Chaba Mouna | Ladjel Bellatreche | Boustia Narhimene,NC,Q2,"0,401",Q2
2,journal,Advances on innovative issues in intelligent systems and applications.,2022,Concurr. Comput. Pract. Exp.,Tulay Yildirim | Mirjana Ivanovic | Ladjel Bellatreche,NC,Q2,"0,437",Q2
2,journal,PROADAPT: Proactive framework for adaptive partitioning for big data warehouses.,2022,Data Knowl. Eng.,Soumia Benkrid | Ladjel Bellatreche | Yacine Mestoui | Carlos Ordonez 0001,NC,Q2,"0,682",Q2
2,journal,ZigZag+: A global optimization algorithm to solve the view selection problem for large-scale workload optimization.,2022,Eng. Appl. Artif. Intell.,Mohamed Kechar | Ladjel Bellatreche | Safia Nait Bahloul,NC,Q1,"1,652",Q1
2,journal,The central role of data repositories and data models in Data Science and Advanced Analytics.,2022,Future Gener. Comput. Syst.,Ladjel Bellatreche | Carlos Ordonez 0001 | Dominique Méry | Matteo Golfarelli | El Hassan Abdelwahed,NC,Q1,"1,551",Q1
2,journal,Data processing in modern distributed architectures.,2022,Inf. Syst.,Jérôme Darmont | Boris Novikov 0001 | Robert Wrembel | Ladjel Bellatreche,NC,Q1,"0,885",Q1
2,journal,Advances on Data Management and Information Systems.,2022,Inf. Syst. Frontiers,Jérôme Darmont | Boris Novikov 0001 | Robert Wrembel | Ladjel Bellatreche,NC,Q1,"2,002",Q1
2,journal,Named entity disambiguation in short texts over knowledge graphs.,2022,Knowl. Inf. Syst.,Wissem Bouarroudj | Zizette Boufaïda 0001 | Ladjel Bellatreche,NC,Q2,"0,827",Q2
2,journal,Context-Aware Service Recommendation Based on Knowledge Graph Embedding.,2022,IEEE Trans. Knowl. Data Eng.,Haithem Mezni | Djamal Benslimane | Ladjel Bellatreche,NC,Q1,"2,570",Q1
2,conference,Comparing Association Rules and Deep Neural Networks for Heart Disease Prediction.,2022,IEEE Big Data,Carlos Ordonez 0001 | Ian Fund | Ladjel Bellatreche,B,,0,NC
2,conference,The Impact of Multicore CPUs on Eco-Friendly Query Processors in Big Data Warehouses.,2022,IEEE Big Data,Ayoub Bouhatous | Ladjel Bellatreche | El Hassan Abdelwahed | Carlos Ordonez 0001,B,,0,NC
2,conference,AI Approaches for Electricity Price Forecasting in Stable/Unstable Markets: EU Improvement Project.,2022,IEEE Big Data,Florian Chauvet | Ladjel Bellatreche | Carlos Augusto Santos Silva,B,,0,NC
2,conference,GALGO: Scalable Graph Analytics with a Parallel DBMS.,2022,CIKM,Wellington Cabrera | Xiantian Zhou | Ladjel Bellatreche | Carlos Ordonez 0001,A,,0,NC
2,conference,Safeness: Suffix Arrays Driven Materialized View Selection Framework for Large-Scale Workloads.,2022,DaWaK,Mohamed Kechar | Ladjel Bellatreche,B,,0,NC
2,conference,Data-Driven Solutions for Electricity Price Forecasting: The Case of EU Improvement Project.,2022,SADASC,Khadija Elmoukhtafi | Ladjel Bellatreche | Mohamed Hamlich | Carlos Augusto Santos Silva,none,,0,NC
2,journal,Towards understanding and harnessing the potential of Africa in digitalization.,2021,Concurr. Comput. Pract. Exp.,Soumia Benkrid | Rim Moussa | Hassan Badir | Moussa Lo | Ladjel Bellatreche,NC,Q2,"0,437",Q2
2,journal,GoFast: Graph-based optimization for efficient and scalable query evaluation.,2021,Inf. Syst.,Ishaq Zouaghi | Amin Mesmoudi | Jorge Galicia | Ladjel Bellatreche | Taoufik Aguili,NC,Q1,"0,885",Q1
2,journal,Combining Graph Exploration and Fragmentation for Scalable RDF Query Processing.,2021,Inf. Syst. Frontiers,Abdallah Khelil | Amin Mesmoudi | Jorge Galicia | Ladjel Bellatreche | Mohand-Saïd Hacid | Emmanuel Coquery,NC,Q1,"2,002",Q1
2,journal,Special Issue on Smart Applications and Data Analysis for Smart Cyber-Physical Systems.,2021,J. Syst. Archit.,Mohamed Hamlich | Ladjel Bellatreche | Anirban Mondal | Carlos Ordonez 0001,NC,Q1,"1,220",Q1
2,journal,Service-enabled systems and applications: current and future trends.,2021,Serv. Oriented Comput. Appl.,Karim Benouaret | Patrick C. K. Hung | Ladjel Bellatreche,NC,Q2,"0,361",Q2
2,journal,Correction to: On Formal Modeling and Validation of Wireless Sensor Network Protocols.,2021,Wirel. Pers. Commun.,Rachid Bechar | Mounir Tahar Abbes | Freha Mezzoudj | Ladjel Bellatreche,NC,Q2,"0,532",Q2
2,conference,Energy Efficiency vs. Performance of Analytical Queries: The case of Bitmap Join Indexes.,2021,IEEE BigData,Issam Ghabri | Ladjel Bellatreche | Sadok Ben Yahia,B,,0,NC
2,conference,Towards an Adaptive Multidimensional Partitioning for Accelerating Spark SQL.,2021,DaWaK,Soumia Benkrid | Ladjel Bellatreche | Yacine Mestoui | Carlos Ordonez 0001,B,,0,NC
2,conference,Selecting Subexpressions to Materialize for Dynamic Large-Scale Workloads.,2021,DaWaK,Mustapha Chaba Mouna | Ladjel Bellatreche | Boustia Narhimene,B,,0,NC
2,conference,On Designing and Implementing Agro-ecology IoT Applications: Issues from Applied Research Projects.,2021,EDOC Workshops,Sandro Bimonte | Amina Belhassena | Christophe Cariou | Jean Laneurit | Rim Moussa | Gérard Chalhoub | Robert Wrembel | Gauthier Picard | Ladjel Bellatreche | Alexandre Journaux | Thierry Heirman | Ali Hassan 0001 | Stefano Rizzi | Jean-Pierre Georgé,B,,0,NC
2,conference,Bringing Common Subexpression Problem from the Dark to Light: Towards Large-Scale Workload Optimizations.,2021,IDEAS,Mohamed Kechar | Ladjel Bellatreche | Safia Nait Bahloul,C,Q3,"0,115",Q3
8,journal,HiBenchLLM: Historical Inquiry Benchmarking for Large Language Models.,2025,Data Knowl. Eng.,Mathieu Chartier | Nabil Dakkoune | Guillaume Bourgeois | Stéphane Jean,NC,Q2,"0,682",Q2
8,conference,Towards Automating RDF Extraction for Archaeological Knowledge Graphs with LLMs.,2025,DEXA (1),Ali Hariri | Stéphane Jean | Mickaël Baron,C,,0,NC
8,conference,Évaluation des capacités de réponse de larges modèles de langage (LLM) pour des questions d'historiens.,2024,EGC,Mathieu Chartier | Nabil Dakkoune | Guillaume Bourgeois | Stéphane Jean,NC,,0,NC
8,conference,Knowledge Graphs for Data Integration in Retail.,2024,ISMIS,Maxime Perrot | Mickaël Baron | Brice Chardin | Stéphane Jean,C,,0,NC
8,journal,Editorial: Special Issue on Semantic Web and Ontology Design for Cultural Heritage.,2023,ACM Journal on Computing and Cultural Heritage,Antonis Bikakis | Roberta Ferrario | Stéphane Jean | Béatrice Markhoff | Alessandro Mosca 0001 | Marianna Nicolosi Asmundo,NC,,0,NC
8,conference,Thesaurus-Based Transformation: A Classification Method for Real Dirty Data.,2023,ADBIS (Short Papers),Maxime Perrot | Mickaël Baron | Brice Chardin | Stéphane Jean,C,,0,NC
8,journal,A cooperative treatment of the plethoric answers problem in RDF.,2022,Knowl. Inf. Syst.,Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali | Mickaël Baron,NC,Q2,"0,827",Q2
8,conference,Trust Model Recommendation Driven by Application Requirements.,2022,RCIS,Chayma Sellami | Mickaël Baron | Stéphane Jean | Mounir Bechchi | Allel Hadjali | Dominique Chabot,B,,0,NC
8,conference,Explaining Unexpected Answers of SPARQL Queries.,2022,WISE,Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali,B,,0,NC
8,journal,Editorial: Special issue on Semantic Web for Cultural Heritage.,2021,Semantic Web,Antonis Bikakis | Eero Hyvönen | Stéphane Jean | Béatrice Markhoff | Alessandro Mosca 0001,NC,Q2,"0,577",Q2
8,conference,Dealing with Plethoric Answers of SPARQL Queries.,2021,DEXA (1),Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali | Mickaël Baron,C,,0,NC
8,conference,Towards a Unified Framework for Computational Trust and Reputation Models for e-Commerce Applications.,2021,RCIS,Chayma Sellami | Mickaël Baron | Mounir Bechchi | Allel Hadjali | Stéphane Jean | Dominique Chabot,B,,0,NC
